Track,Album,Artist,Year,Category
"[""Main Titles"", ""Blush Response"", ""Wait for Me"", ""Rachel's Song"", ""Love Theme"", ""One More Kiss, Dear"", ""Blade Runner Blues"", ""Memories of Green"", ""Tales of the Future"", ""Damask Rose"", ""Blade Runner (End Titles)"", ""Tears in Rain""]",Blade Runner (Official Score),Vangelis,1994,Movie
"[""Main Titles"", ""Blush Response"", ""Wait for Me"", ""Rachel's Song"", ""Love Theme"", ""One More Kiss, Dear"", ""Blade Runner Blues"", ""Memories of Green"", ""Tales of the Future"", ""Damask Rose"", ""Blade Runner (End Titles)"", ""Tears in Rain""]",Blade Runner (Official Score),Vangelis,1994,Movie
"[""Theme from 'The Terminator'"", ""'The Terminator' Main Title"", ""The Terminator's Arrival"", ""Reese Chased"", ""Sarah on Her Motorbike"", ""Gun Shop/Reese in Alley"", ""Sarah in the Bar"", ""Tech Noir/Alley Chase"", ""Garage Chase"", ""Arm & Eye Surgery"", ""Police Station/Escape from Police Station"", ""Future Flashback/Terminator Infiltration"", ""Conversation by the Window/Love Scene"", ""Tunnel Chase"", ""Death By Fire/Terminator Gets Up"", ""Factory Chase"", ""Reese's Death/Terminator Sits Up/'You're Terminated!'"", ""Sarah's Destiny/The Coming Storm""]",The Terminator (The Definitive Edition Remaster),Brad Fiedel,1994,Movie
"[""Theme from 'The Terminator'"", ""'The Terminator' Main Title"", ""The Terminator's Arrival"", ""Reese Chased"", ""Sarah on Her Motorbike"", ""Gun Shop/Reese in Alley"", ""Sarah in the Bar"", ""Tech Noir/Alley Chase"", ""Garage Chase"", ""Arm & Eye Surgery"", ""Police Station/Escape from Police Station"", ""Future Flashback/Terminator Infiltration"", ""Conversation by the Window/Love Scene"", ""Tunnel Chase"", ""Death By Fire/Terminator Gets Up"", ""Factory Chase"", ""Reese's Death/Terminator Sits Up/'You're Terminated!'"", ""Sarah's Destiny/The Coming Storm""]",The Terminator (The Definitive Edition Remaster),Brad Fiedel,1994,Movie
"[""Theme from 'The Terminator'"", ""'The Terminator' Main Title"", ""The Terminator's Arrival"", ""Reese Chased"", ""Sarah on Her Motorbike"", ""Gun Shop/Reese in Alley"", ""Sarah in the Bar"", ""Tech Noir/Alley Chase"", ""Garage Chase"", ""Arm & Eye Surgery"", ""Police Station/Escape from Police Station"", ""Future Flashback/Terminator Infiltration"", ""Conversation by the Window/Love Scene"", ""Tunnel Chase"", ""Death By Fire/Terminator Gets Up"", ""Factory Chase"", ""Reese's Death/Terminator Sits Up/'You're Terminated!'"", ""Sarah's Destiny/The Coming Storm""]",The Terminator (The Definitive Edition Remaster),Brad Fiedel,1994,Movie
"[""Theme from 'The Terminator'"", ""'The Terminator' Main Title"", ""The Terminator's Arrival"", ""Reese Chased"", ""Sarah on Her Motorbike"", ""Gun Shop/Reese in Alley"", ""Sarah in the Bar"", ""Tech Noir/Alley Chase"", ""Garage Chase"", ""Arm & Eye Surgery"", ""Police Station/Escape from Police Station"", ""Future Flashback/Terminator Infiltration"", ""Conversation by the Window/Love Scene"", ""Tunnel Chase"", ""Death By Fire/Terminator Gets Up"", ""Factory Chase"", ""Reese's Death/Terminator Sits Up/'You're Terminated!'"", ""Sarah's Destiny/The Coming Storm""]",The Terminator (The Definitive Edition Remaster),Brad Fiedel,1994,Movie
"[""Theme from 'The Terminator'"", ""'The Terminator' Main Title"", ""The Terminator's Arrival"", ""Reese Chased"", ""Sarah on Her Motorbike"", ""Gun Shop/Reese in Alley"", ""Sarah in the Bar"", ""Tech Noir/Alley Chase"", ""Garage Chase"", ""Arm & Eye Surgery"", ""Police Station/Escape from Police Station"", ""Future Flashback/Terminator Infiltration"", ""Conversation by the Window/Love Scene"", ""Tunnel Chase"", ""Death By Fire/Terminator Gets Up"", ""Factory Chase"", ""Reese's Death/Terminator Sits Up/'You're Terminated!'"", ""Sarah's Destiny/The Coming Storm""]",The Terminator (The Definitive Edition Remaster),Brad Fiedel,1994,Movie
"[""Theme from 'The Terminator'"", ""'The Terminator' Main Title"", ""The Terminator's Arrival"", ""Reese Chased"", ""Sarah on Her Motorbike"", ""Gun Shop/Reese in Alley"", ""Sarah in the Bar"", ""Tech Noir/Alley Chase"", ""Garage Chase"", ""Arm & Eye Surgery"", ""Police Station/Escape from Police Station"", ""Future Flashback/Terminator Infiltration"", ""Conversation by the Window/Love Scene"", ""Tunnel Chase"", ""Death By Fire/Terminator Gets Up"", ""Factory Chase"", ""Reese's Death/Terminator Sits Up/'You're Terminated!'"", ""Sarah's Destiny/The Coming Storm""]",The Terminator (The Definitive Edition Remaster),Brad Fiedel,1994,Movie
"[""Theme from 'The Terminator'"", ""'The Terminator' Main Title"", ""The Terminator's Arrival"", ""Reese Chased"", ""Sarah on Her Motorbike"", ""Gun Shop/Reese in Alley"", ""Sarah in the Bar"", ""Tech Noir/Alley Chase"", ""Garage Chase"", ""Arm & Eye Surgery"", ""Police Station/Escape from Police Station"", ""Future Flashback/Terminator Infiltration"", ""Conversation by the Window/Love Scene"", ""Tunnel Chase"", ""Death By Fire/Terminator Gets Up"", ""Factory Chase"", ""Reese's Death/Terminator Sits Up/'You're Terminated!'"", ""Sarah's Destiny/The Coming Storm""]",The Terminator (The Definitive Edition Remaster),Brad Fiedel,1994,Movie
"[""Theme from 'The Terminator'"", ""'The Terminator' Main Title"", ""The Terminator's Arrival"", ""Reese Chased"", ""Sarah on Her Motorbike"", ""Gun Shop/Reese in Alley"", ""Sarah in the Bar"", ""Tech Noir/Alley Chase"", ""Garage Chase"", ""Arm & Eye Surgery"", ""Police Station/Escape from Police Station"", ""Future Flashback/Terminator Infiltration"", ""Conversation by the Window/Love Scene"", ""Tunnel Chase"", ""Death By Fire/Terminator Gets Up"", ""Factory Chase"", ""Reese's Death/Terminator Sits Up/'You're Terminated!'"", ""Sarah's Destiny/The Coming Storm""]",The Terminator (The Definitive Edition Remaster),Brad Fiedel,1994,Movie
"[""Theme from 'The Terminator'"", ""'The Terminator' Main Title"", ""The Terminator's Arrival"", ""Reese Chased"", ""Sarah on Her Motorbike"", ""Gun Shop/Reese in Alley"", ""Sarah in the Bar"", ""Tech Noir/Alley Chase"", ""Garage Chase"", ""Arm & Eye Surgery"", ""Police Station/Escape from Police Station"", ""Future Flashback/Terminator Infiltration"", ""Conversation by the Window/Love Scene"", ""Tunnel Chase"", ""Death By Fire/Terminator Gets Up"", ""Factory Chase"", ""Reese's Death/Terminator Sits Up/'You're Terminated!'"", ""Sarah's Destiny/The Coming Storm""]",The Terminator (The Definitive Edition Remaster),Brad Fiedel,1994,Movie
"[""Theme from 'The Terminator'"", ""'The Terminator' Main Title"", ""The Terminator's Arrival"", ""Reese Chased"", ""Sarah on Her Motorbike"", ""Gun Shop/Reese in Alley"", ""Sarah in the Bar"", ""Tech Noir/Alley Chase"", ""Garage Chase"", ""Arm & Eye Surgery"", ""Police Station/Escape from Police Station"", ""Future Flashback/Terminator Infiltration"", ""Conversation by the Window/Love Scene"", ""Tunnel Chase"", ""Death By Fire/Terminator Gets Up"", ""Factory Chase"", ""Reese's Death/Terminator Sits Up/'You're Terminated!'"", ""Sarah's Destiny/The Coming Storm""]",The Terminator (The Definitive Edition Remaster),Brad Fiedel,1994,Movie
"[""Theme from 'The Terminator'"", ""'The Terminator' Main Title"", ""The Terminator's Arrival"", ""Reese Chased"", ""Sarah on Her Motorbike"", ""Gun Shop/Reese in Alley"", ""Sarah in the Bar"", ""Tech Noir/Alley Chase"", ""Garage Chase"", ""Arm & Eye Surgery"", ""Police Station/Escape from Police Station"", ""Future Flashback/Terminator Infiltration"", ""Conversation by the Window/Love Scene"", ""Tunnel Chase"", ""Death By Fire/Terminator Gets Up"", ""Factory Chase"", ""Reese's Death/Terminator Sits Up/'You're Terminated!'"", ""Sarah's Destiny/The Coming Storm""]",The Terminator (The Definitive Edition Remaster),Brad Fiedel,1994,Movie
"[""Theme from 'The Terminator'"", ""'The Terminator' Main Title"", ""The Terminator's Arrival"", ""Reese Chased"", ""Sarah on Her Motorbike"", ""Gun Shop/Reese in Alley"", ""Sarah in the Bar"", ""Tech Noir/Alley Chase"", ""Garage Chase"", ""Arm & Eye Surgery"", ""Police Station/Escape from Police Station"", ""Future Flashback/Terminator Infiltration"", ""Conversation by the Window/Love Scene"", ""Tunnel Chase"", ""Death By Fire/Terminator Gets Up"", ""Factory Chase"", ""Reese's Death/Terminator Sits Up/'You're Terminated!'"", ""Sarah's Destiny/The Coming Storm""]",The Terminator (The Definitive Edition Remaster),Brad Fiedel,1994,Movie
"[""Theme from 'The Terminator'"", ""'The Terminator' Main Title"", ""The Terminator's Arrival"", ""Reese Chased"", ""Sarah on Her Motorbike"", ""Gun Shop/Reese in Alley"", ""Sarah in the Bar"", ""Tech Noir/Alley Chase"", ""Garage Chase"", ""Arm & Eye Surgery"", ""Police Station/Escape from Police Station"", ""Future Flashback/Terminator Infiltration"", ""Conversation by the Window/Love Scene"", ""Tunnel Chase"", ""Death By Fire/Terminator Gets Up"", ""Factory Chase"", ""Reese's Death/Terminator Sits Up/'You're Terminated!'"", ""Sarah's Destiny/The Coming Storm""]",The Terminator (The Definitive Edition Remaster),Brad Fiedel,1994,Movie
"[""Theme from 'The Terminator'"", ""'The Terminator' Main Title"", ""The Terminator's Arrival"", ""Reese Chased"", ""Sarah on Her Motorbike"", ""Gun Shop/Reese in Alley"", ""Sarah in the Bar"", ""Tech Noir/Alley Chase"", ""Garage Chase"", ""Arm & Eye Surgery"", ""Police Station/Escape from Police Station"", ""Future Flashback/Terminator Infiltration"", ""Conversation by the Window/Love Scene"", ""Tunnel Chase"", ""Death By Fire/Terminator Gets Up"", ""Factory Chase"", ""Reese's Death/Terminator Sits Up/'You're Terminated!'"", ""Sarah's Destiny/The Coming Storm""]",The Terminator (The Definitive Edition Remaster),Brad Fiedel,1994,Movie
"[""Theme from 'The Terminator'"", ""'The Terminator' Main Title"", ""The Terminator's Arrival"", ""Reese Chased"", ""Sarah on Her Motorbike"", ""Gun Shop/Reese in Alley"", ""Sarah in the Bar"", ""Tech Noir/Alley Chase"", ""Garage Chase"", ""Arm & Eye Surgery"", ""Police Station/Escape from Police Station"", ""Future Flashback/Terminator Infiltration"", ""Conversation by the Window/Love Scene"", ""Tunnel Chase"", ""Death By Fire/Terminator Gets Up"", ""Factory Chase"", ""Reese's Death/Terminator Sits Up/'You're Terminated!'"", ""Sarah's Destiny/The Coming Storm""]",The Terminator (The Definitive Edition Remaster),Brad Fiedel,1994,Movie
"[""Theme from 'The Terminator'"", ""'The Terminator' Main Title"", ""The Terminator's Arrival"", ""Reese Chased"", ""Sarah on Her Motorbike"", ""Gun Shop/Reese in Alley"", ""Sarah in the Bar"", ""Tech Noir/Alley Chase"", ""Garage Chase"", ""Arm & Eye Surgery"", ""Police Station/Escape from Police Station"", ""Future Flashback/Terminator Infiltration"", ""Conversation by the Window/Love Scene"", ""Tunnel Chase"", ""Death By Fire/Terminator Gets Up"", ""Factory Chase"", ""Reese's Death/Terminator Sits Up/'You're Terminated!'"", ""Sarah's Destiny/The Coming Storm""]",The Terminator (The Definitive Edition Remaster),Brad Fiedel,1994,Movie
"[""Theme from 'The Terminator'"", ""'The Terminator' Main Title"", ""The Terminator's Arrival"", ""Reese Chased"", ""Sarah on Her Motorbike"", ""Gun Shop/Reese in Alley"", ""Sarah in the Bar"", ""Tech Noir/Alley Chase"", ""Garage Chase"", ""Arm & Eye Surgery"", ""Police Station/Escape from Police Station"", ""Future Flashback/Terminator Infiltration"", ""Conversation by the Window/Love Scene"", ""Tunnel Chase"", ""Death By Fire/Terminator Gets Up"", ""Factory Chase"", ""Reese's Death/Terminator Sits Up/'You're Terminated!'"", ""Sarah's Destiny/The Coming Storm""]",The Terminator (The Definitive Edition Remaster),Brad Fiedel,1994,Movie
"[""Theme from 'The Terminator'"", ""'The Terminator' Main Title"", ""The Terminator's Arrival"", ""Reese Chased"", ""Sarah on Her Motorbike"", ""Gun Shop/Reese in Alley"", ""Sarah in the Bar"", ""Tech Noir/Alley Chase"", ""Garage Chase"", ""Arm & Eye Surgery"", ""Police Station/Escape from Police Station"", ""Future Flashback/Terminator Infiltration"", ""Conversation by the Window/Love Scene"", ""Tunnel Chase"", ""Death By Fire/Terminator Gets Up"", ""Factory Chase"", ""Reese's Death/Terminator Sits Up/'You're Terminated!'"", ""Sarah's Destiny/The Coming Storm""]",The Terminator (The Definitive Edition Remaster),Brad Fiedel,1994,Movie
"[""Prologue / Anvil of Crom"", ""Riddle of Steel / Riders of Doom"", ""The Gift of Fury"", ""Column of Sadness / Wheel of Pain"", ""Atlantean Sword"", ""Theology / Civilization"", ""Love Theme"", ""The Search"", ""The Orgy"", ""The Funeral Pyre"", ""Battle of the Mounds, Part 1"", ""Orphans of Doom / The Awakening""]",Conan the Barbarian,Basil Poledouris,1982,Movie
"[""Prologue / Anvil of Crom"", ""Riddle of Steel / Riders of Doom"", ""The Gift of Fury"", ""Column of Sadness / Wheel of Pain"", ""Atlantean Sword"", ""Theology / Civilization"", ""Love Theme"", ""The Search"", ""The Orgy"", ""The Funeral Pyre"", ""Battle of the Mounds, Part 1"", ""Orphans of Doom / The Awakening""]",Conan the Barbarian,Basil Poledouris,1982,Movie
"[""Prologue / Anvil of Crom"", ""Riddle of Steel / Riders of Doom"", ""The Gift of Fury"", ""Column of Sadness / Wheel of Pain"", ""Atlantean Sword"", ""Theology / Civilization"", ""Love Theme"", ""The Search"", ""The Orgy"", ""The Funeral Pyre"", ""Battle of the Mounds, Part 1"", ""Orphans of Doom / The Awakening""]",Conan the Barbarian,Basil Poledouris,1982,Movie
"[""Prologue / Anvil of Crom"", ""Riddle of Steel / Riders of Doom"", ""The Gift of Fury"", ""Column of Sadness / Wheel of Pain"", ""Atlantean Sword"", ""Theology / Civilization"", ""Love Theme"", ""The Search"", ""The Orgy"", ""The Funeral Pyre"", ""Battle of the Mounds, Part 1"", ""Orphans of Doom / The Awakening""]",Conan the Barbarian,Basil Poledouris,1982,Movie
"[""Prologue / Anvil of Crom"", ""Riddle of Steel / Riders of Doom"", ""The Gift of Fury"", ""Column of Sadness / Wheel of Pain"", ""Atlantean Sword"", ""Theology / Civilization"", ""Love Theme"", ""The Search"", ""The Orgy"", ""The Funeral Pyre"", ""Battle of the Mounds, Part 1"", ""Orphans of Doom / The Awakening""]",Conan the Barbarian,Basil Poledouris,1982,Movie
"[""Prologue / Anvil of Crom"", ""Riddle of Steel / Riders of Doom"", ""The Gift of Fury"", ""Column of Sadness / Wheel of Pain"", ""Atlantean Sword"", ""Theology / Civilization"", ""Love Theme"", ""The Search"", ""The Orgy"", ""The Funeral Pyre"", ""Battle of the Mounds, Part 1"", ""Orphans of Doom / The Awakening""]",Conan the Barbarian,Basil Poledouris,1982,Movie
"[""Prologue / Anvil of Crom"", ""Riddle of Steel / Riders of Doom"", ""The Gift of Fury"", ""Column of Sadness / Wheel of Pain"", ""Atlantean Sword"", ""Theology / Civilization"", ""Love Theme"", ""The Search"", ""The Orgy"", ""The Funeral Pyre"", ""Battle of the Mounds, Part 1"", ""Orphans of Doom / The Awakening""]",Conan the Barbarian,Basil Poledouris,1982,Movie
"[""Prologue / Anvil of Crom"", ""Riddle of Steel / Riders of Doom"", ""The Gift of Fury"", ""Column of Sadness / Wheel of Pain"", ""Atlantean Sword"", ""Theology / Civilization"", ""Love Theme"", ""The Search"", ""The Orgy"", ""The Funeral Pyre"", ""Battle of the Mounds, Part 1"", ""Orphans of Doom / The Awakening""]",Conan the Barbarian,Basil Poledouris,1982,Movie
"[""Prologue / Anvil of Crom"", ""Riddle of Steel / Riders of Doom"", ""The Gift of Fury"", ""Column of Sadness / Wheel of Pain"", ""Atlantean Sword"", ""Theology / Civilization"", ""Love Theme"", ""The Search"", ""The Orgy"", ""The Funeral Pyre"", ""Battle of the Mounds, Part 1"", ""Orphans of Doom / The Awakening""]",Conan the Barbarian,Basil Poledouris,1982,Movie
"[""Prologue / Anvil of Crom"", ""Riddle of Steel / Riders of Doom"", ""The Gift of Fury"", ""Column of Sadness / Wheel of Pain"", ""Atlantean Sword"", ""Theology / Civilization"", ""Love Theme"", ""The Search"", ""The Orgy"", ""The Funeral Pyre"", ""Battle of the Mounds, Part 1"", ""Orphans of Doom / The Awakening""]",Conan the Barbarian,Basil Poledouris,1982,Movie
"[""Prologue / Anvil of Crom"", ""Riddle of Steel / Riders of Doom"", ""The Gift of Fury"", ""Column of Sadness / Wheel of Pain"", ""Atlantean Sword"", ""Theology / Civilization"", ""Love Theme"", ""The Search"", ""The Orgy"", ""The Funeral Pyre"", ""Battle of the Mounds, Part 1"", ""Orphans of Doom / The Awakening""]",Conan the Barbarian,Basil Poledouris,1982,Movie
"[""Prologue / Anvil of Crom"", ""Riddle of Steel / Riders of Doom"", ""The Gift of Fury"", ""Column of Sadness / Wheel of Pain"", ""Atlantean Sword"", ""Theology / Civilization"", ""Love Theme"", ""The Search"", ""The Orgy"", ""The Funeral Pyre"", ""Battle of the Mounds, Part 1"", ""Orphans of Doom / The Awakening""]",Conan the Barbarian,Basil Poledouris,1982,Movie
"[""Twin Peaks Theme"", ""Laura Palmer's Theme"", ""Audrey's Dance"", ""The Nightingale"", ""Freshly Squeezed"", ""The Bookhouse Boys"", ""Into the Night"", ""Night Life in Twin Peaks"", ""Dance of the Dream Man"", ""Love Theme from Twin Peaks"", ""Falling""]",Twin Peaks,Angelo Badalamenti,1990,Television
"[""Twin Peaks Theme"", ""Laura Palmer's Theme"", ""Audrey's Dance"", ""The Nightingale"", ""Freshly Squeezed"", ""The Bookhouse Boys"", ""Into the Night"", ""Night Life in Twin Peaks"", ""Dance of the Dream Man"", ""Love Theme from Twin Peaks"", ""Falling""]",Twin Peaks,Angelo Badalamenti,1990,Television
"[""Twin Peaks Theme"", ""Laura Palmer's Theme"", ""Audrey's Dance"", ""The Nightingale"", ""Freshly Squeezed"", ""The Bookhouse Boys"", ""Into the Night"", ""Night Life in Twin Peaks"", ""Dance of the Dream Man"", ""Love Theme from Twin Peaks"", ""Falling""]",Twin Peaks,Angelo Badalamenti,1990,Television
"[""Twin Peaks Theme"", ""Laura Palmer's Theme"", ""Audrey's Dance"", ""The Nightingale"", ""Freshly Squeezed"", ""The Bookhouse Boys"", ""Into the Night"", ""Night Life in Twin Peaks"", ""Dance of the Dream Man"", ""Love Theme from Twin Peaks"", ""Falling""]",Twin Peaks,Angelo Badalamenti,1990,Television
"[""Twin Peaks Theme"", ""Laura Palmer's Theme"", ""Audrey's Dance"", ""The Nightingale"", ""Freshly Squeezed"", ""The Bookhouse Boys"", ""Into the Night"", ""Night Life in Twin Peaks"", ""Dance of the Dream Man"", ""Love Theme from Twin Peaks"", ""Falling""]",Twin Peaks,Angelo Badalamenti,1990,Television
"[""Twin Peaks Theme"", ""Laura Palmer's Theme"", ""Audrey's Dance"", ""The Nightingale"", ""Freshly Squeezed"", ""The Bookhouse Boys"", ""Into the Night"", ""Night Life in Twin Peaks"", ""Dance of the Dream Man"", ""Love Theme from Twin Peaks"", ""Falling""]",Twin Peaks,Angelo Badalamenti,1990,Television
"[""Twin Peaks Theme"", ""Laura Palmer's Theme"", ""Audrey's Dance"", ""The Nightingale"", ""Freshly Squeezed"", ""The Bookhouse Boys"", ""Into the Night"", ""Night Life in Twin Peaks"", ""Dance of the Dream Man"", ""Love Theme from Twin Peaks"", ""Falling""]",Twin Peaks,Angelo Badalamenti,1990,Television
"[""Twin Peaks Theme"", ""Laura Palmer's Theme"", ""Audrey's Dance"", ""The Nightingale"", ""Freshly Squeezed"", ""The Bookhouse Boys"", ""Into the Night"", ""Night Life in Twin Peaks"", ""Dance of the Dream Man"", ""Love Theme from Twin Peaks"", ""Falling""]",Twin Peaks,Angelo Badalamenti,1990,Television
"[""Twin Peaks Theme"", ""Laura Palmer's Theme"", ""Audrey's Dance"", ""The Nightingale"", ""Freshly Squeezed"", ""The Bookhouse Boys"", ""Into the Night"", ""Night Life in Twin Peaks"", ""Dance of the Dream Man"", ""Love Theme from Twin Peaks"", ""Falling""]",Twin Peaks,Angelo Badalamenti,1990,Television
"[""Twin Peaks Theme"", ""Laura Palmer's Theme"", ""Audrey's Dance"", ""The Nightingale"", ""Freshly Squeezed"", ""The Bookhouse Boys"", ""Into the Night"", ""Night Life in Twin Peaks"", ""Dance of the Dream Man"", ""Love Theme from Twin Peaks"", ""Falling""]",Twin Peaks,Angelo Badalamenti,1990,Television
"[""Twin Peaks Theme"", ""Laura Palmer's Theme"", ""Audrey's Dance"", ""The Nightingale"", ""Freshly Squeezed"", ""The Bookhouse Boys"", ""Into the Night"", ""Night Life in Twin Peaks"", ""Dance of the Dream Man"", ""Love Theme from Twin Peaks"", ""Falling""]",Twin Peaks,Angelo Badalamenti,1990,Television
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
