Track,Album,Artist,Year,Category
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
"[""Title Theme"", ""Deku Tree"", ""Fairy Flying"", ""House"", ""Kokiri Forest"", ""Shop"", ""Battle"", ""Inside the Deku Tree"", ""Boss Battle"", ""Hyrule Field Main Theme"", ""Market"", ""Hyrule Castle Courtyard"", ""Ocarina Songs"", ""Ocarina of Time"", ""LonLon Ranch"", ""Kakariko Village"", ""Lost Woods"", ""Zora's Domain"", ""Great Fairy's Fountain"", ""Temple of Time"", ""Chamber of the Sages"", ""Horse Race"", ""Kakariko Village Orchestra"", ""Windmill Hut"", ""Gerudo Valley"", ""Ganondorf Battle"", ""Last Battle"", ""Zelda's Lullaby"", ""Staff Credits Theme"", ""Minuet of Forest"", ""Bolero of Fire"", ""Serenade of Water"", ""Nocturne of Shadow"", ""Prelude of Light"", ""Requiem of Spirit""]",The Legend of Zelda: Ocarina of Time (US Edition),Koji Kondo,1998,Videogame
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
